x ue un uerror 
-0.2500000000000000 0.2601300475114444 0.2601299532790001 -0.0000000942324443 
-0.2250000000000000 0.2389185850895918 0.2389184985410270 -0.0000000865485648 
-0.2000000000000000 0.2162341101421702 0.2162340318110857 -0.0000000783310845 
-0.1749999999999999 0.1922164800005839 0.1922164103699169 -0.0000000696306670 
-0.1499999999999999 0.1670137713413282 0.1670137108403748 -0.0000000605009534 
-0.1250000000000000 0.1407813672440387 0.1407813162458073 -0.0000000509982313 
-0.1000000000000000 0.1136809992031344 0.1136809580220463 -0.0000000411810881 
-0.0750000000000000 0.0858797499993745 0.0858797188893247 -0.0000000311100497 
-0.0499999999999999 0.0575490235789536 0.0575490027317460 -0.0000000208472076 
-0.0249999999999999 0.0288634882911762 0.0288634778353407 -0.0000000104558354 
0.0000000000000000 -0.0000000000000000 0.0000000000000003 0.0000000000000003 
0.0250000000000001 -0.0288634882911765 -0.0288634778353402 0.0000000104558362 
0.0500000000000000 -0.0575490235789537 -0.0575490027317455 0.0000000208472082 
0.0750000000000000 -0.0858797499993745 -0.0858797188893242 0.0000000311100503 
0.1000000000000001 -0.1136809992031345 -0.1136809580220457 0.0000000411810888 
0.1250000000000000 -0.1407813672440387 -0.1407813162458067 0.0000000509982319 
0.1500000000000001 -0.1670137713413285 -0.1670137108403742 0.0000000605009543 
0.1750000000000000 -0.1922164800005840 -0.1922164103699161 0.0000000696306678 
0.2000000000000002 -0.2162341101421704 -0.2162340318110850 0.0000000783310855 
0.2250000000000001 -0.2389185850895919 -0.2389184985410263 0.0000000865485656 
0.2500000000000000 -0.2601300475114444 -0.2601299532789994 0.0000000942324450 
0.2750000000000001 -0.2797377216883705 -0.2797376203530201 0.0000001013353504 
0.3000000000000000 -0.2976207197888556 -0.2976206119753662 0.0000001078134894 
0.3250000000000002 -0.3136687871829103 -0.3136686735559877 0.0000001136269226 
0.3500000000000001 -0.3277829821985260 -0.3277828634587182 0.0000001187398078 
0.3750000000000000 -0.3398762861299855 -0.3398761630093628 0.0000001231206228 
0.4000000000000001 -0.3498741397371198 -0.3498740129947617 0.0000001267423581 
0.4250000000000000 -0.3577149029278172 -0.3577147733451325 0.0000001295826847 
0.4500000000000002 -0.3633502347896885 -0.3633501031655976 0.0000001316240908 
0.4750000000000001 -0.3667453916278674 -0.3667452587738766 0.0000001328539908 
0.5000000000000000 -0.3678794411714423 -0.3678793079066406 0.0000001332648017 
0.5250000000000001 -0.3667453916278674 -0.3667452587738768 0.0000001328539906 
0.5500000000000000 -0.3633502347896884 -0.3633501031655977 0.0000001316240907 
0.5750000000000002 -0.3577149029278171 -0.3577147733451326 0.0000001295826845 
0.6000000000000001 -0.3498741397371198 -0.3498740129947618 0.0000001267423581 
0.6250000000000000 -0.3398762861299855 -0.3398761630093630 0.0000001231206226 
0.6500000000000001 -0.3277829821985259 -0.3277828634587184 0.0000001187398075 
0.6750000000000000 -0.3136687871829102 -0.3136686735559878 0.0000001136269224 
0.7000000000000002 -0.2976207197888555 -0.2976206119753663 0.0000001078134892 
0.7250000000000001 -0.2797377216883703 -0.2797376203530203 0.0000001013353500 
0.7500000000000000 -0.2601300475114445 -0.2601299532789995 0.0000000942324450 
0.7750000000000001 -0.2389185850895918 -0.2389184985410265 0.0000000865485652 
0.8000000000000000 -0.2162341101421703 -0.2162340318110852 0.0000000783310851 
0.8250000000000002 -0.1922164800005839 -0.1922164103699164 0.0000000696306675 
0.8500000000000001 -0.1670137713413282 -0.1670137108403744 0.0000000605009537 
0.8750000000000000 -0.1407813672440387 -0.1407813162458070 0.0000000509982317 
0.9000000000000001 -0.1136809992031343 -0.1136809580220460 0.0000000411810883 
0.9250000000000000 -0.0858797499993745 -0.0858797188893244 0.0000000311100501 
0.9500000000000002 -0.0575490235789535 -0.0575490027317457 0.0000000208472078 
0.9750000000000001 -0.0288634882911762 -0.0288634778353405 0.0000000104558357 
1.0000000000000000 -0.0000000000000000 0.0000000000000000 0.0000000000000000 
